id,t,rx,ry,rz,vx,vy,vz,ux,uy,uz
35,36.51959701363254,10.600000000000001,-838.8700000000002,-232.03,492,525,-271,-598,-201,-309
35,37.004179451472616,6.730000000000001,-842.3200000000003,-233.16,425,459,764,295,-275,-8
35,37.79424429956883,9.330000000000002,-841.5100000000003,-241.18,706,73,534,-218,-371,12
35,38.40731698920685,0.2900000000000027,-847.6500000000003,-232.19,190,-198,-592,938,694,-724
35,39.35010484324965,-1.5599999999999974,-853.4000000000003,-223.93,-668,-720,934,-773,726,-701
35,39.4751973374672,-1.6899999999999973,-851.1900000000003,-213.96,911,970,-302,5,-460,660
35,39.81556078740756,-3.2699999999999974,-844.4900000000002,-213.28,-157,-175,-107,-351,-897,895
35,40.034273623909954,5.070000000000002,-851.2600000000002,-205.29,380,48,-471,34,561,795
35,40.325455678360925,14.490000000000002,-852.6700000000002,-204.81,826,-869,-653,-35,21,-138
35,40.92625913975428,22.560000000000002,-847.6600000000002,-205.08,764,-297,261,-159,-685,-987
35,41.47847084891105,15.760000000000002,-853.5900000000001,-210.77,533,-500,40,-411,-468,-71
35,41.63676477360873,7.210000000000001,-848.2400000000001,-214.94,-821,874,704,-687,-103,-904
35,41.868478351905914,6.190000000000001,-847.8000000000001,-217.35,-352,-156,-686,308,-623,-641
35,41.989233554312776,9.930000000000001,-856.11,-219.75,36,-669,-354,-35,78,-947
35,42.23432941924096,15.370000000000001,-848.76,-225.72,805,-169,-515,738,-872,-599
